Unnamed: 0,House Number,City,Parking Spaces,Bedrooms,Bathrooms,Servant Quarters,Kitchens,Store Rooms,price,Purpose,Location,Age Possession,area,price_per_sqft,colony,province,society,property Type,area_room_ratio
1357,51940860,Karachi,1.0,0.0,0.0,0.0,0.0,0.0,3.2, For Sale,"Jamshed Town, Karachi, Sindh, ",Relatively New,1692.0,18913.0,Garden East,Sindh,Jamshed Town,Flats,inf
1362,52127075,Karachi,1.0,2.0,2.0,0.0,1.0,0.0,1.35, For Sale,"Bahria Town Karachi, Karachi, Sindh, ",Relatively New,2115.0,6383.0,Bahria Town ,Sindh,Bahria Town Karachi,Houses,1057.5
1365,47415417,Karachi,2.0,3.0,3.0,1.0,1.0,1.0,6.0, For Sale,"Cantt, Karachi, Sindh, ",Relatively New,3375.0,17778.0,Askari 6,Sindh,Cantt,Houses,1125.0
1368,42475075,Karachi,2.0,4.0,5.0,1.0,1.0,1.0,12.75, For Sale,"DHA Defence, Karachi, Sindh, ",Relatively New,3204.0,39794.0,Emaar Panorama,Sindh,DHA Defence,Flats,801.0
1369,52061224,Karachi,4.0,6.0,6.0,1.0,2.0,2.0,9.25, For Sale,"DHA Defence, Karachi, Sindh, ",Moderately Old,4500.0,20556.0,DHA Phase 5,Sindh,DHA Defence,Houses,750.0
1372,51942728,Karachi,1.0,4.0,4.0,1.0,1.0,1.0,6.25, For Sale,"Jamshed Town, Karachi, Sindh, ",Moderately Old,2502.0,24980.0,PECHS Block 2,Sindh,Jamshed Town,Lower,625.5
1374,51900172,Karachi,2.0,6.0,7.0,1.0,2.0,1.0,3.85, For Sale,"Scheme 33, Karachi, Sindh, ",Relatively New,2160.0,17824.0,Saadi Town,Sindh,Scheme 33,Houses,360.0
1376,52020162,Karachi,2.0,3.0,3.0,1.0,2.0,1.0,1.35, For Sale,"Bahria Town Karachi, Karachi, Sindh, ",Under Construction,1368.0,9868.0,Bahria Town ,Sindh,Bahria Town Karachi,Houses,456.0
1377,50921716,Karachi,4.0,4.0,4.0,2.0,2.0,0.0,2.1, For Sale,Gulistan,Relatively New,1080.0,19444.0,Gulistan,Sindh,Gulistan,Houses,270.0
1378,51722863,Karachi,2.0,4.0,5.0,1.0,1.0,1.0,5.5, For Sale,"Bahria Town Karachi, Karachi, Sindh, ",Relatively New,4500.0,12222.0,Bahria Town ,Sindh,Bahria Town Karachi,Houses,1125.0
1383,52102121,Karachi,1.0,5.0,7.0,1.0,3.0,1.0,13.0, For Sale,"DHA Defence, Karachi, Sindh, ",Relatively New,4500.0,28889.0,DHA Phase 8,Sindh,DHA Defence,Houses,900.0
1384,52079682,Karachi,2.0,6.0,7.0,2.0,2.0,2.0,14.75, For Sale,"DHA Defence, Karachi, Sindh, ",Relatively New,4500.0,32778.0,DHA Phase 6,Sindh,DHA Defence,Houses,750.0
1386,52021813,Karachi,2.0,5.0,5.0,1.0,1.0,1.0,9.8, For Sale,"Malir, Karachi, Sindh, ",Relatively New,4500.0,21778.0,Falcon Complex New Malir,Sindh,Malir,Houses,900.0
1391,49663553,Karachi,2.0,3.0,3.0,0.0,0.0,0.0,2.75, For Sale,Gulistan,Relatively New,1800.0,15278.0,Gulistan,Sindh,Gulistan,Flats,600.0
1394,52030038,Karachi,3.0,6.0,5.0,0.0,1.0,1.0,7.4, For Sale,"Malir, Karachi, Sindh, ",Relatively New,3150.0,23492.0,Falcon Complex New Malir,Sindh,Malir,Houses,525.0
1396,51983578,Karachi,1.0,2.0,2.0,1.0,1.0,1.0,5.4, For Sale,Gulistan,New Property,2160.0,25000.0,Gulistan,Sindh,Gulistan,Houses,1080.0
1399,51164362,Karachi,4.0,5.0,5.0,1.0,1.0,1.0,6.35, For Sale,"Cantt, Karachi, Sindh, ",Relatively New,3375.0,18815.0,Askari 6,Sindh,Cantt,Houses,675.0
1403,51378398,Karachi,2.0,5.0,5.0,1.0,1.0,1.0,10.8, For Sale,"Malir, Karachi, Sindh, ",Relatively New,4500.0,24000.0,Falcon Complex New Malir,Sindh,Malir,Houses,900.0
1406,52115591,Karachi,1.0,3.0,4.0,1.0,2.0,1.0,5.5, For Sale,Gulistan,Relatively New,2745.0,20036.0,Askari 4,Sindh,Gulistan,Flats,915.0
1409,52048568,Karachi,1.0,4.0,4.0,1.0,2.0,1.0,1.5, For Sale,"Gadap Town, Karachi, Sindh, ",Undefined,1080.0,13889.0,Gulshan,Sindh,Gadap Town,Houses,270.0
1410,52053060,Karachi,1.0,6.0,7.0,0.0,2.0,0.0,3.0, For Sale,"Gadap Town, Karachi, Sindh, ",Undefined,1800.0,16667.0,Gulshan,Sindh,Gadap Town,Houses,300.0
1413,52085610,Karachi,1.0,3.0,3.0,0.0,1.0,1.0,1.2, For Sale,"Bahria Town Karachi, Karachi, Sindh, ",Relatively New,1125.0,10667.0,Bahria Town ,Sindh,Bahria Town Karachi,Houses,375.0
1414,52018256,Karachi,2.0,6.0,6.0,2.0,2.0,1.0,12.5, For Sale,"DHA Defence, Karachi, Sindh, ",Old Property,4500.0,27778.0,DHA Phase 6,Sindh,DHA Defence,Houses,750.0
1415,52121225,Karachi,1.0,2.0,2.0,0.0,1.0,1.0,1.1, For Sale,"PIB Colony, Karachi, Sindh, ",Undefined,900.0,12222.0,PIB Colony,Sindh,PIB Colony,Flats,450.0
1417,48799520,Karachi,2.0,4.0,4.0,1.0,2.0,1.0,1.12, For Sale,"Karachi Motorway, Karachi, Sindh, ",Relatively New,1080.0,10370.0,Saima Villas,Sindh,Karachi Motorway,Houses,270.0
1421,51504861,Karachi,1.0,2.0,2.0,0.0,1.0,1.0,2.4, For Sale,"Nazimabad, Karachi, Sindh, ",Relatively New,2070.0,11594.0,Nazimabad 2 ,Sindh,Nazimabad,Upper,1035.0
1424,52062153,Karachi,2.0,4.0,5.0,1.0,1.0,1.0,4.7, For Sale,"Cantt, Karachi, Sindh, ",New Property,2970.0,15825.0,Askari 5 ,Sindh,Cantt,Flats,742.5
1425,52056544,Karachi,1.0,4.0,5.0,1.0,2.0,1.0,3.07, For Sale,"Scheme 33, Karachi, Sindh, ",Under Construction,1080.0,28426.0,Capital Cooperative Housing Society,Sindh,Scheme 33,Houses,270.0
1426,51615233,Karachi,1.0,3.0,3.0,1.0,1.0,1.0,2.4, For Sale,Gulistan,Relatively New,1701.0,14109.0,Kings Presidency,Sindh,Gulistan,Flats,567.0
1427,52129561,Karachi,1.0,3.0,3.0,1.0,1.0,1.0,2.15, For Sale,"North Nazimabad, Karachi, Sindh, ",New Property,1503.0,14305.0,North Nazimabad ,Sindh,North Nazimabad,Flats,501.0
1428,52114880,Karachi,1.0,2.0,3.0,0.0,1.0,1.0,2.85, For Sale,"DHA Defence, Karachi, Sindh, ",Relatively New,1746.0,16323.0,DHA Phase 6,Sindh,DHA Defence,Flats,873.0
1430,51894976,Karachi,1.0,4.0,6.0,1.0,2.0,1.0,1.85, For Sale,"Scheme 33, Karachi, Sindh, ",Relatively New,1080.0,17130.0,Saadi Town,Sindh,Scheme 33,Houses,270.0
1431,51940967,Karachi,1.0,3.0,3.0,2.0,1.0,2.0,4.5, For Sale,Gulistan,Moderately Old,1440.0,31250.0,Gulistan,Sindh,Gulistan,Houses,480.0
1432,51493706,Karachi,1.0,3.0,3.0,1.0,1.0,1.0,3.5, For Sale,"DHA Defence, Karachi, Sindh, ",Undefined,1701.0,20576.0,Ittehad Commercial Area,Sindh,DHA Defence,Flats,567.0
1433,51089500,Karachi,1.0,2.0,2.0,0.0,1.0,1.0,0.58, For Sale,"North Karachi, Karachi, Sindh, ",Old Property,900.0,6444.0,North Karachi,Sindh,North Karachi,Flats,450.0
1435,52078924,Karachi,2.0,3.0,3.0,0.0,1.0,0.0,1.3, For Sale,Gulistan,Relatively New,1503.0,8649.0,Kings Classic,Sindh,Gulistan,Flats,501.0
1438,51104247,Karachi,1.0,3.0,4.0,1.0,1.0,1.0,5.75, For Sale," Island, Karachi, Sindh, ",New Property,2349.0,24479.0,Bath Island,Sindh, Island,Flats,783.0
1441,52024226,Karachi,2.0,4.0,4.0,1.0,1.0,1.0,4.75, For Sale,"DHA Defence, Karachi, Sindh, ",Undefined,8100.0,5864.0,DHA Phase 7,Sindh,DHA Defence,Houses,2025.0
1445,47251022,Karachi,1.0,5.0,5.0,0.0,1.0,1.0,5.4, For Sale,Gulshan,Relatively New,3699.0,14599.0,Bahadurabad,Sindh,Gulshan,Flats,739.8
1446,51550188,Karachi,1.0,3.0,4.0,1.0,0.0,0.0,5.4, For Sale,Gulshan,Relatively New,1701.0,31746.0,Bahadurabad,Sindh,Gulshan,Flats,567.0
1447,52064688,Karachi,1.0,6.0,6.0,1.0,2.0,1.0,8.9, For Sale,Gulistan,Under Construction,3600.0,24722.0,Gulistan,Sindh,Gulistan,Houses,600.0
1450,48389410,Karachi,2.0,5.0,5.0,1.0,1.0,1.0,10.25, For Sale,"Malir, Karachi, Sindh, ",Relatively New,4500.0,22778.0,Falcon Complex New Malir,Sindh,Malir,Houses,900.0
1454,51035789,Karachi,1.0,3.0,4.0,1.0,2.0,0.0,1.9, For Sale,"DHA Defence, Karachi, Sindh, ",Relatively New,1404.0,13533.0,DHA Phase 5,Sindh,DHA Defence,Flats,468.0
1461,51527392,Karachi,1.0,4.0,5.0,1.0,2.0,1.0,3.15, For Sale,Gulistan,Relatively New,2196.0,14344.0,Kings Presidency,Sindh,Gulistan,Flats,549.0
1472,52023302,Karachi,2.0,1.0,1.0,1.0,1.0,2.0,2.99, For Sale,"DHA Defence, Karachi, Sindh, ",Relatively New,7128.0,4195.0,HMR Waterfront,Sindh,DHA Defence,Flats,7128.0
1475,52022345,Karachi,2.0,5.0,5.0,0.0,2.0,0.0,3.75, For Sale,Gulshan,Old Property,1080.0,34722.0,Gulshan,Sindh,Gulshan,Houses,216.0
1477,52112426,Karachi,2.0,4.0,5.0,1.0,1.0,1.0,8.0, For Sale," Island, Karachi, Sindh, ",Relatively New,2448.0,32680.0,Bath Island,Sindh, Island,Flats,612.0
1481,46172197,Karachi,1.0,3.0,4.0,0.0,2.0,1.0,2.6, For Sale,"Clifton, Karachi, Sindh, ",Relatively New,1998.0,13013.0,Clifton ,Sindh,Clifton,Flats,666.0
1487,52041018,Karachi,2.0,2.0,3.0,0.0,1.0,1.0,1.38, For Sale,"Naya Nazimabad, Karachi, Sindh, ",Under Construction,1251.0,11031.0,Naya Nazimabad,Sindh,Naya Nazimabad,Flats,625.5
1489,52098045,Karachi,3.0,5.0,6.0,2.0,1.0,2.0,11.0, For Sale,"DHA Defence, Karachi, Sindh, ",Relatively New,5400.0,20370.0,DHA Phase 6,Sindh,DHA Defence,Houses,1080.0
1490,48622712,Karachi,1.0,3.0,3.0,1.0,1.0,1.0,0.36, For Sale,"Shah Faisal Town, Karachi, Sindh, ",Relatively New,540.0,6667.0,Shamsi Society,Sindh,Shah Faisal Town,Flats,180.0
1493,52058765,Karachi,2.0,3.0,3.0,0.0,1.0,2.0,3.0, For Sale,Gulistan,Undefined,2556.0,11737.0,Gulistan,Sindh,Gulistan,Flats,852.0
1494,51832215,Karachi,2.0,3.0,3.0,0.0,1.0,1.0,4.9, For Sale,"DHA Defence, Karachi, Sindh, ",New Property,1953.0,25090.0,Al Ahmad,Sindh,DHA Defence,Flats,651.0
1495,51734965,Karachi,4.0,0.0,0.0,0.0,0.0,0.0,0.95, For Sale,"Scheme 33, Karachi, Sindh, ",New Property,1152.0,8247.0,Daniyal Residency,Sindh,Scheme 33,Flats,inf
1500,52025370,Karachi,1.0,2.0,2.0,1.0,1.0,1.0,3.0, For Sale,Gulshan,Relatively New,1998.0,15015.0,Gulshan,Sindh,Gulshan,Flats,999.0
1504,52046994,Karachi,4.0,5.0,6.0,2.0,3.0,1.0,1.38, For Sale,"Malir, Karachi, Sindh, ",Relatively New,1080.0,12778.0,Malir,Sindh,Malir,Houses,216.0
1505,52133093,Karachi,4.0,6.0,7.0,2.0,3.0,1.0,4.5, For Sale,"Cotton Export Cooperative Housing Society, Karachi, Sindh, ",Relatively New,2160.0,20833.0,Cotton Export Cooperative Housing Society,Sindh,Cotton Export Cooperative Housing Society,Houses,360.0
1506,52142911,Karachi,2.0,8.0,9.0,1.0,2.0,2.0,14.0, For Sale,Gulshan,Under Construction,3600.0,38889.0,Gulshan,Sindh,Gulshan,Houses,450.0
1510,51525734,Karachi,1.0,3.0,3.0,1.0,1.0,2.0,2.29, For Sale,Gulistan,Relatively New,1701.0,13463.0,Kings Presidency,Sindh,Gulistan,Flats,567.0
1511,48409814,Karachi,1.0,5.0,5.0,1.0,1.0,0.0,10.5, For Sale,"Malir, Karachi, Sindh, ",New Property,4500.0,23333.0,Falcon Complex New Malir,Sindh,Malir,Houses,900.0
1516,51140390,Karachi,1.0,2.0,2.0,0.0,1.0,0.0,2.2, For Sale,"Jamshed Town, Karachi, Sindh, ",New Property,900.0,24444.0,PECHS Block 2,Sindh,Jamshed Town,Upper,450.0
1517,50119841,Karachi,1.0,3.0,3.0,0.0,1.0,1.0,3.5, For Sale,"Jamshed Town, Karachi, Sindh, ",Relatively New,1800.0,19444.0,PECHS Block 2,Sindh,Jamshed Town,Lower,600.0
1518,49977228,Karachi,1.0,4.0,4.0,1.0,1.0,1.0,4.25, For Sale,"Jamshed Town, Karachi, Sindh, ",New Property,2250.0,18889.0,PECHS Block 2,Sindh,Jamshed Town,Upper,562.5
